sch_year,fips,state,st,grade,enrollment,data_source
2021-2022,8,COLORADO,CO,grade_8,69292,CO state data
2021-2022,8,COLORADO,CO,grade_9,72023,CO state data
2021-2022,8,COLORADO,CO,grade_10,69255,CO state data
2021-2022,8,COLORADO,CO,grade_11,67613,CO state data
2021-2022,8,COLORADO,CO,grade_12,71722,CO state data
2021-2022,8,COLORADO,CO,detention_centers,141,CO state data
2021-2022,8,COLORADO,CO,k_12_total,855623,CO state data
2021-2022,9,CONNECTICUT,CT,grade_1,33760,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_10,40189,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_11,38210,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_12,40139,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_2,35800,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_3,35623,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_4,36240,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_5,36604,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_6,37137,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_7,38299,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_8,39314,CCD federal data
2021-2022,9,CONNECTICUT,CT,grade_9,44143,CCD federal data
2021-2022,9,CONNECTICUT,CT,k_12_total,491105,CCD federal data
2021-2022,9,CONNECTICUT,CT,kindergarten,35647,CCD federal data
2021-2022,9,CONNECTICUT,CT,unspecified,0,CCD federal data
2021-2022,10,DELAWARE,DE,grade_1,9600,CCD federal data
2021-2022,10,DELAWARE,DE,grade_10,11035,CCD federal data
2021-2022,10,DELAWARE,DE,grade_11,10137,CCD federal data
2021-2022,10,DELAWARE,DE,grade_12,9691,CCD federal data
2021-2022,10,DELAWARE,DE,grade_2,9733,CCD federal data
2021-2022,10,DELAWARE,DE,grade_3,9938,CCD federal data
2021-2022,10,DELAWARE,DE,grade_4,10141,CCD federal data
2021-2022,10,DELAWARE,DE,grade_5,10461,CCD federal data
2021-2022,10,DELAWARE,DE,grade_6,10611,CCD federal data
2021-2022,10,DELAWARE,DE,grade_7,10884,CCD federal data
2021-2022,10,DELAWARE,DE,grade_8,11082,CCD federal data
2021-2022,10,DELAWARE,DE,grade_9,13196,CCD federal data
2021-2022,10,DELAWARE,DE,k_12_total,136187,CCD federal data
2021-2022,10,DELAWARE,DE,kindergarten,9678,CCD federal data
2021-2022,10,DELAWARE,DE,unspecified,0,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_1,7037,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_10,4900,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_11,4196,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_12,3676,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_2,6757,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_3,6577,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_4,6458,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_5,6162,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_6,5748,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_7,5642,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_8,5549,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,grade_9,7143,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,k_12_total,77460,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,kindergarten,7377,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,ungraded,238,CCD federal data
2021-2022,11,DISTRICT OF COLUMBIA,DC,unspecified,0,CCD federal data
2021-2022,12,FLORIDA,FL,grade_1,201252,CCD federal data
2021-2022,12,FLORIDA,FL,grade_10,226508,CCD federal data
2021-2022,12,FLORIDA,FL,grade_11,211406,CCD federal data
2021-2022,12,FLORIDA,FL,grade_12,204187,CCD federal data
2021-2022,12,FLORIDA,FL,grade_2,204835,CCD federal data
2021-2022,12,FLORIDA,FL,grade_3,213192,CCD federal data
2021-2022,12,FLORIDA,FL,grade_4,203297,CCD federal data
2021-2022,12,FLORIDA,FL,grade_5,218230,CCD federal data
2021-2022,12,FLORIDA,FL,grade_6,213616,CCD federal data
2021-2022,12,FLORIDA,FL,grade_7,219775,CCD federal data
2021-2022,12,FLORIDA,FL,grade_8,226353,CCD federal data
2021-2022,12,FLORIDA,FL,grade_9,231924,CCD federal data
2021-2022,12,FLORIDA,FL,k_12_total,2774130,CCD federal data
2021-2022,12,FLORIDA,FL,kindergarten,199555,CCD federal data
2021-2022,12,FLORIDA,FL,unspecified,0,CCD federal data
2021-2022,13,GEORGIA,GA,grade_1,122275,CCD federal data
2021-2022,13,GEORGIA,GA,grade_10,136034,CCD federal data
2021-2022,13,GEORGIA,GA,grade_11,124645,CCD federal data
2021-2022,13,GEORGIA,GA,grade_12,117522,CCD federal data
2021-2022,13,GEORGIA,GA,grade_2,124219,CCD federal data
2021-2022,13,GEORGIA,GA,grade_3,124942,CCD federal data
2021-2022,13,GEORGIA,GA,grade_4,126651,CCD federal data
2021-2022,13,GEORGIA,GA,grade_5,128536,CCD federal data
2021-2022,13,GEORGIA,GA,grade_6,130748,CCD federal data
2021-2022,13,GEORGIA,GA,grade_7,136475,CCD federal data
2021-2022,13,GEORGIA,GA,grade_8,139955,CCD federal data
2021-2022,13,GEORGIA,GA,grade_9,159956,CCD federal data
2021-2022,13,GEORGIA,GA,k_12_total,1694034,CCD federal data
2021-2022,13,GEORGIA,GA,kindergarten,122076,CCD federal data
2021-2022,13,GEORGIA,GA,unspecified,0,CCD federal data
2021-2022,15,HAWAII,HI,grade_1,12759,CCD federal data
2021-2022,15,HAWAII,HI,grade_10,13240,CCD federal data
2021-2022,15,HAWAII,HI,grade_11,12288,CCD federal data
2021-2022,15,HAWAII,HI,grade_12,10898,CCD federal data
2021-2022,15,HAWAII,HI,grade_2,13579,CCD federal data
2021-2022,15,HAWAII,HI,grade_3,13981,CCD federal data
2021-2022,15,HAWAII,HI,grade_4,13849,CCD federal data
2021-2022,15,HAWAII,HI,grade_5,13974,CCD federal data
2021-2022,15,HAWAII,HI,grade_6,13833,CCD federal data
2021-2022,15,HAWAII,HI,grade_7,10888,CCD federal data
2021-2022,15,HAWAII,HI,grade_8,13460,CCD federal data
2021-2022,15,HAWAII,HI,grade_9,15866,CCD federal data
2021-2022,15,HAWAII,HI,k_12_total,171600,CCD federal data
2021-2022,15,HAWAII,HI,kindergarten,12518,CCD federal data
2021-2022,15,HAWAII,HI,ungraded,467,CCD federal data
2021-2022,15,HAWAII,HI,unspecified,0,CCD federal data
2021-2022,16,IDAHO,ID,grade_1,22894,CCD federal data
2021-2022,16,IDAHO,ID,grade_10,24714,CCD federal data
2021-2022,16,IDAHO,ID,grade_11,24084,CCD federal data
2021-2022,16,IDAHO,ID,grade_12,22774,CCD federal data
2021-2022,16,IDAHO,ID,grade_2,23066,CCD federal data
2021-2022,16,IDAHO,ID,grade_3,23373,CCD federal data
2021-2022,16,IDAHO,ID,grade_4,23302,CCD federal data
2021-2022,16,IDAHO,ID,grade_5,23773,CCD federal data
2021-2022,16,IDAHO,ID,grade_6,24338,CCD federal data
2021-2022,16,IDAHO,ID,grade_7,24909,CCD federal data
2021-2022,16,IDAHO,ID,grade_8,25633,CCD federal data
2021-2022,16,IDAHO,ID,grade_9,25813,CCD federal data
2021-2022,16,IDAHO,ID,k_12_total,310737,CCD federal data
2021-2022,16,IDAHO,ID,kindergarten,22064,CCD federal data
2021-2022,16,IDAHO,ID,unspecified,0,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_1,127207,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_10,149382,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_11,146344,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_12,150013,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_2,127837,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_3,127655,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_4,129739,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_5,134009,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_6,135734,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_7,141131,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_8,145770,CCD federal data
2021-2022,17,ILLINOIS,IL,grade_9,157289,CCD federal data
2021-2022,17,ILLINOIS,IL,k_12_total,1797260,CCD federal data
2021-2022,17,ILLINOIS,IL,kindergarten,125150,CCD federal data
2021-2022,17,ILLINOIS,IL,unspecified,0,CCD federal data
2021-2022,18,INDIANA,IN,grade_1,74539,CCD federal data
2021-2022,18,INDIANA,IN,grade_10,81316,CCD federal data
2021-2022,18,INDIANA,IN,grade_11,79101,CCD federal data
2021-2022,18,INDIANA,IN,grade_12,79491,CCD federal data
2021-2022,18,INDIANA,IN,grade_2,75598,CCD federal data
2021-2022,18,INDIANA,IN,grade_3,74288,CCD federal data
2021-2022,18,INDIANA,IN,grade_4,75389,CCD federal data
2021-2022,18,INDIANA,IN,grade_5,75596,CCD federal data
2021-2022,18,INDIANA,IN,grade_6,77257,CCD federal data
2021-2022,18,INDIANA,IN,grade_7,79260,CCD federal data
2021-2022,18,INDIANA,IN,grade_8,81610,CCD federal data
2021-2022,18,INDIANA,IN,grade_9,83900,CCD federal data
2021-2022,18,INDIANA,IN,k_12_total,1015440,CCD federal data
2021-2022,18,INDIANA,IN,kindergarten,76482,CCD federal data
2021-2022,18,INDIANA,IN,ungraded,1613,CCD federal data
2021-2022,18,INDIANA,IN,unspecified,0,CCD federal data
2021-2022,19,IOWA,IA,grade_1,35166,CCD federal data
2021-2022,19,IOWA,IA,grade_10,38953,CCD federal data
2021-2022,19,IOWA,IA,grade_11,37670,CCD federal data
2021-2022,19,IOWA,IA,grade_12,37451,CCD federal data
2021-2022,19,IOWA,IA,grade_2,35477,CCD federal data
2021-2022,19,IOWA,IA,grade_3,35253,CCD federal data
2021-2022,19,IOWA,IA,grade_4,34887,CCD federal data
2021-2022,19,IOWA,IA,grade_5,35068,CCD federal data
2021-2022,19,IOWA,IA,grade_6,36351,CCD federal data
2021-2022,19,IOWA,IA,grade_7,37336,CCD federal data
2021-2022,19,IOWA,IA,grade_8,38760,CCD federal data
2021-2022,19,IOWA,IA,grade_9,40216,CCD federal data
2021-2022,19,IOWA,IA,k_12_total,481250,CCD federal data
2021-2022,19,IOWA,IA,kindergarten,38662,CCD federal data
2021-2022,19,IOWA,IA,unspecified,0,CCD federal data
2021-2022,20,KANSAS,KS,grade_1,33274,CCD federal data
2021-2022,20,KANSAS,KS,grade_10,36242,CCD federal data
2021-2022,20,KANSAS,KS,grade_11,35034,CCD federal data
2021-2022,20,KANSAS,KS,grade_12,34558,CCD federal data
2021-2022,20,KANSAS,KS,grade_2,34030,CCD federal data
2021-2022,20,KANSAS,KS,grade_3,34153,CCD federal data
2021-2022,20,KANSAS,KS,grade_4,34802,CCD federal data
2021-2022,20,KANSAS,KS,grade_5,34790,CCD federal data
2021-2022,20,KANSAS,KS,grade_6,35871,CCD federal data
2021-2022,20,KANSAS,KS,grade_7,36542,CCD federal data
2021-2022,20,KANSAS,KS,grade_8,37265,CCD federal data
2021-2022,20,KANSAS,KS,grade_9,38923,CCD federal data
2021-2022,20,KANSAS,KS,k_12_total,462879,CCD federal data
2021-2022,20,KANSAS,KS,kindergarten,34225,CCD federal data
2021-2022,20,KANSAS,KS,ungraded,3170,CCD federal data
2021-2022,20,KANSAS,KS,unspecified,0,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_1,46862,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_10,50441,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_11,47706,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_12,44348,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_2,47070,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_3,47158,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_4,43556,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_5,47182,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_6,47831,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_7,50345,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_8,51359,CCD federal data
2021-2022,21,KENTUCKY,KY,grade_9,56914,CCD federal data
2021-2022,21,KENTUCKY,KY,k_12_total,631019,CCD federal data
2021-2022,21,KENTUCKY,KY,kindergarten,49583,CCD federal data
2021-2022,21,KENTUCKY,KY,ungraded,664,CCD federal data
2021-2022,21,KENTUCKY,KY,unspecified,0,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_1,52118,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_10,50460,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_11,47152,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_12,43952,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_2,50914,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_3,49686,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_4,49295,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_5,49404,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_6,50538,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_7,52489,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_8,52154,CCD federal data
2021-2022,22,LOUISIANA,LA,grade_9,58688,CCD federal data
2021-2022,22,LOUISIANA,LA,k_12_total,658407,CCD federal data
2021-2022,22,LOUISIANA,LA,kindergarten,51557,CCD federal data
2021-2022,22,LOUISIANA,LA,unspecified,0,CCD federal data
2021-2022,23,MAINE,ME,grade_1,11598,CCD federal data
2021-2022,23,MAINE,ME,grade_10,13771,CCD federal data
2021-2022,23,MAINE,ME,grade_11,13898,CCD federal data
2021-2022,23,MAINE,ME,grade_12,13939,CCD federal data
2021-2022,23,MAINE,ME,grade_2,12248,CCD federal data
2021-2022,23,MAINE,ME,grade_3,12048,CCD federal data
2021-2022,23,MAINE,ME,grade_4,12041,CCD federal data
2021-2022,23,MAINE,ME,grade_5,12320,CCD federal data
2021-2022,23,MAINE,ME,grade_6,12588,CCD federal data
2021-2022,23,MAINE,ME,grade_7,13251,CCD federal data
2021-2022,23,MAINE,ME,grade_8,13471,CCD federal data
2021-2022,23,MAINE,ME,grade_9,13961,CCD federal data
2021-2022,23,MAINE,ME,k_12_total,167624,CCD federal data
2021-2022,23,MAINE,ME,kindergarten,12490,CCD federal data
2021-2022,23,MAINE,ME,unspecified,0,CCD federal data
2021-2022,24,MARYLAND,MD,grade_1,61574,CCD federal data
2021-2022,24,MARYLAND,MD,grade_10,66077,CCD federal data
2021-2022,24,MARYLAND,MD,grade_11,60937,CCD federal data
2021-2022,24,MARYLAND,MD,grade_12,60872,CCD federal data
2021-2022,24,MARYLAND,MD,grade_2,63547,CCD federal data
2021-2022,24,MARYLAND,MD,grade_3,63940,CCD federal data
2021-2022,24,MARYLAND,MD,grade_4,64288,CCD federal data
2021-2022,24,MARYLAND,MD,grade_5,65599,CCD federal data
2021-2022,24,MARYLAND,MD,grade_6,65326,CCD federal data
2021-2022,24,MARYLAND,MD,grade_7,67401,CCD federal data
2021-2022,24,MARYLAND,MD,grade_8,69286,CCD federal data
2021-2022,24,MARYLAND,MD,grade_9,83176,CCD federal data
2021-2022,24,MARYLAND,MD,k_12_total,853694,CCD federal data
2021-2022,24,MARYLAND,MD,kindergarten,61671,CCD federal data
2021-2022,24,MARYLAND,MD,unspecified,0,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_1,62728,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_10,72120,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_11,70876,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_12,72095,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_2,64287,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_3,65774,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_4,66155,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_5,67439,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_6,67675,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_7,69721,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_8,72277,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,grade_9,76673,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,k_12_total,893364,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,kindergarten,62462,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,ungraded,3082,CCD federal data
2021-2022,25,MASSACHUSETTS,MA,unspecified,0,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_1,98935,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_10,115068,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_11,109115,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_12,114155,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_2,101118,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_3,100834,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_4,100749,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_5,102265,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_6,102090,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_7,104272,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_8,107502,CCD federal data
2021-2022,26,MICHIGAN,MI,grade_9,121704,CCD federal data
2021-2022,26,MICHIGAN,MI,k_12_total,1396620,CCD federal data
2021-2022,26,MICHIGAN,MI,kindergarten,114744,CCD federal data
2021-2022,26,MICHIGAN,MI,ungraded,4069,CCD federal data
2021-2022,26,MICHIGAN,MI,unspecified,0,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_1,60424,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_10,68422,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_11,67519,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_12,74250,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_2,62501,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_3,62205,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_4,62475,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_5,62251,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_6,63687,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_7,65464,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_8,67205,CCD federal data
2021-2022,27,MINNESOTA,MN,grade_9,69583,CCD federal data
2021-2022,27,MINNESOTA,MN,k_12_total,848619,CCD federal data
2021-2022,27,MINNESOTA,MN,kindergarten,62633,CCD federal data
2021-2022,27,MINNESOTA,MN,unspecified,0,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_1,32569,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_10,32584,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_11,30552,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_12,28456,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_2,31508,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_3,31436,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_4,32076,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_5,33162,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_6,32181,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_7,35802,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_8,36293,CCD federal data
2021-2022,28,MISSISSIPPI,MS,grade_9,37284,CCD federal data
2021-2022,28,MISSISSIPPI,MS,k_12_total,434401,CCD federal data
2021-2022,28,MISSISSIPPI,MS,kindergarten,33596,CCD federal data
2021-2022,28,MISSISSIPPI,MS,ungraded,6902,CCD federal data
2021-2022,28,MISSISSIPPI,MS,unspecified,0,CCD federal data
2021-2022,29,MISSOURI,MO,grade_1,62539,CCD federal data
2021-2022,29,MISSOURI,MO,grade_10,68404,CCD federal data
2021-2022,29,MISSOURI,MO,grade_11,65382,CCD federal data
2021-2022,29,MISSOURI,MO,grade_12,64083,CCD federal data
2021-2022,29,MISSOURI,MO,grade_2,63801,CCD federal data
2021-2022,29,MISSOURI,MO,grade_3,63674,CCD federal data
2021-2022,29,MISSOURI,MO,grade_4,64251,CCD federal data
2021-2022,29,MISSOURI,MO,grade_5,64894,CCD federal data
2021-2022,29,MISSOURI,MO,grade_6,66150,CCD federal data
2021-2022,29,MISSOURI,MO,grade_7,68049,CCD federal data
2021-2022,29,MISSOURI,MO,grade_8,69699,CCD federal data
2021-2022,29,MISSOURI,MO,grade_9,73017,CCD federal data
2021-2022,29,MISSOURI,MO,k_12_total,858017,CCD federal data
2021-2022,29,MISSOURI,MO,kindergarten,64074,CCD federal data
2021-2022,29,MISSOURI,MO,unspecified,0,CCD federal data
2021-2022,30,MONTANA,MT,grade_1,11158,CCD federal data
2021-2022,30,MONTANA,MT,grade_10,11724,CCD federal data
2021-2022,30,MONTANA,MT,grade_11,10727,CCD federal data
2021-2022,30,MONTANA,MT,grade_12,10077,CCD federal data
2021-2022,30,MONTANA,MT,grade_2,11209,CCD federal data
2021-2022,30,MONTANA,MT,grade_3,11149,CCD federal data
2021-2022,30,MONTANA,MT,grade_4,11188,CCD federal data
2021-2022,30,MONTANA,MT,grade_5,11390,CCD federal data
2021-2022,30,MONTANA,MT,grade_6,11212,CCD federal data
2021-2022,30,MONTANA,MT,grade_7,11719,CCD federal data
2021-2022,30,MONTANA,MT,grade_8,12081,CCD federal data
2021-2022,30,MONTANA,MT,grade_9,12152,CCD federal data
2021-2022,30,MONTANA,MT,k_12_total,148624,CCD federal data
2021-2022,30,MONTANA,MT,kindergarten,12838,CCD federal data
2021-2022,30,MONTANA,MT,unspecified,0,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_1,22964,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_10,24328,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_11,24010,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_12,25596,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_2,23222,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_3,22937,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_4,23087,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_5,22969,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_6,23700,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_7,24274,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_8,24341,CCD federal data
2021-2022,31,NEBRASKA,NE,grade_9,23686,CCD federal data
2021-2022,31,NEBRASKA,NE,k_12_total,308505,CCD federal data
2021-2022,31,NEBRASKA,NE,kindergarten,23391,CCD federal data
2021-2022,31,NEBRASKA,NE,unspecified,0,CCD federal data
2021-2022,32,NEVADA,NV,grade_1,33778,CCD federal data
2021-2022,32,NEVADA,NV,grade_10,38513,CCD federal data
2021-2022,32,NEVADA,NV,grade_11,37110,CCD federal data
2021-2022,32,NEVADA,NV,grade_12,34953,CCD federal data
2021-2022,32,NEVADA,NV,grade_2,34956,CCD federal data
2021-2022,32,NEVADA,NV,grade_3,35504,CCD federal data
2021-2022,32,NEVADA,NV,grade_4,35795,CCD federal data
2021-2022,32,NEVADA,NV,grade_5,36115,CCD federal data
2021-2022,32,NEVADA,NV,grade_6,36577,CCD federal data
2021-2022,32,NEVADA,NV,grade_7,37495,CCD federal data
2021-2022,32,NEVADA,NV,grade_8,39229,CCD federal data
2021-2022,32,NEVADA,NV,grade_9,40119,CCD federal data
2021-2022,32,NEVADA,NV,k_12_total,475855,CCD federal data
2021-2022,32,NEVADA,NV,kindergarten,34641,CCD federal data
2021-2022,32,NEVADA,NV,ungraded,1070,CCD federal data
2021-2022,32,NEVADA,NV,unspecified,0,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_1,11819,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_10,13581,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_11,13403,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_12,13231,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_2,11890,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_3,12217,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_4,12193,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_5,12525,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_6,12360,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_7,13071,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_8,13542,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,grade_9,15040,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,k_12_total,166095,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,kindergarten,11223,CCD federal data
2021-2022,33,NEW HAMPSHIRE,NH,unspecified,0,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_1,88486,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_10,100507,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_11,98816,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_12,99288,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_2,90510,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_3,91326,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_4,92346,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_5,93840,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_6,95367,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_7,98945,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_8,100392,CCD federal data
2021-2022,34,NEW JERSEY,NJ,grade_9,107673,CCD federal data
2021-2022,34,NEW JERSEY,NJ,k_12_total,1306871,CCD federal data
2021-2022,34,NEW JERSEY,NJ,kindergarten,86314,CCD federal data
2021-2022,34,NEW JERSEY,NJ,ungraded,62682,CCD federal data
2021-2022,34,NEW JERSEY,NJ,unspecified,379,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_1,21167,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_10,25466,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_11,22901,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_12,21710,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_2,21892,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_3,22206,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_4,22347,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_5,23018,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_6,23497,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_7,25078,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_8,25667,CCD federal data
2021-2022,35,NEW MEXICO,NM,grade_9,31147,CCD federal data
2021-2022,35,NEW MEXICO,NM,k_12_total,307505,CCD federal data
2021-2022,35,NEW MEXICO,NM,kindergarten,21409,CCD federal data
2021-2022,35,NEW MEXICO,NM,unspecified,0,CCD federal data
2021-2022,36,NEW YORK,NY,grade_1,176375,CCD federal data
2021-2022,36,NEW YORK,NY,grade_10,199589,CCD federal data
2021-2022,36,NEW YORK,NY,grade_11,189516,CCD federal data
2021-2022,36,NEW YORK,NY,grade_12,189482,CCD federal data
